nan
Compact
Compact HEV
Compact SUV
Compact SUV HEV
Electric
Fullsize
Fullsize SUV
Imported
Micro SUV
Microcar
Midsize
Midsize HEV
Midsize SUV
Passenger Van
Subcompact
Subcompact SUV
Subcompact SUV HEV
Upper Midsize
Upper Midsize HEV
